"Datum";"Vorarlberg"
"2022-09-19";"0.2595694179581199"
"2022-09-11";"0.20295296565021057"
"2022-09-10";"0.1980028933172786"
"2022-09-09";"0.2697789421447921"
"2022-09-08";"0.3093795208082478"
"2022-09-07";"0.3019544123088499"
"2022-09-06";"0.3514551356381695"
"2022-09-05";"0.23265339964780235"
"2022-09-04";"0.17325253165261878"
"2022-09-03";"0.21285311031607448"
"2022-09-02";"0.26235383364539416"
"2022-09-01";"0.282154122977122"
"2022-08-31";"0.3019544123088499"
"2022-08-30";"0.3663053526369654"
"2022-08-29";"0.24255354431366627"
"2022-08-28";"0.20542800181667653"
"2022-08-27";"0.25987879747892817"
"2022-08-26";"0.3019544123088499"
"2022-08-25";"0.31927966547411174"
"2022-08-24";"0.32422973780704367"
"2022-08-23";"0.4158060759662851"
"2022-08-22";"0.282154122977122"
"2022-08-21";"0.16830245931968682"
"2022-08-20";"0.3093795208082478"
"2022-08-19";"0.3588802441375675"
"2022-08-18";"0.40095585896748914"
"2022-08-17";"0.5024323417925944"
"2022-08-16";"0.40095585896748914"
"2022-08-15";"0.24502858048013226"
"2022-08-14";"0.20047792948374457"
"2022-08-13";"0.2697789421447921"
"2022-08-12";"0.3019544123088499"
"2022-08-11";"0.38363060580222724"
"2022-08-10";"0.44550650996387686"
"2022-08-09";"0.3390799548058396"
"2022-08-08";"0.17820260398555074"
"2022-08-07";"0.16830245931968682"
"2022-08-06";"0.2524536889795302"
"2022-08-05";"0.27720405064419"
"2022-08-04";"0.3390799548058396"
"2022-08-03";"0.40343089513395514"
"2022-08-02";"0.33660491863937364"
"2022-08-01";"0.5395578842895842"
"2022-07-31";"0.13117691682269708"
"2022-07-30";"0.28957923147652"
"2022-07-29";"0.40095585896748914"
"2022-07-28";"0.41085600363335306"
"2022-07-27";"0.5247076672907883"
"2022-07-26";"0.8266620795996381"
"2022-07-25";"0.7722112839373865"
"2022-07-24";"0.5989587522847678"
"2022-07-23";"0.2920542676429859"
"2022-07-22";"0.7994366817685123"
"2022-07-21";"1.0048646835851889"
"2022-07-20";"1.1063411664102942"
"2022-07-19";"1.3043440597275728"
"2022-07-18";"1.2424681555659232"
"2022-07-17";"0.848937405097832"
"2022-07-16";"1.111291238743226"
"2022-07-15";"1.2523683002317871"
"2022-07-14";"1.3538447830568925"
"2022-07-13";"1.2399931193994571"
"2022-07-12";"1.4231457957179399"
"2022-07-11";"1.6929247378627321"
"2022-07-10";"0.7227105606080669"
"2022-07-09";"0.8365622242655021"
"2022-07-08";"1.1904923960701377"
"2022-07-07";"1.0964410217444303"
"2022-07-06";"1.5295723508759773"
"2022-07-05";"1.6557991953657423"
"2022-07-04";"0.27720405064419"
"2022-07-03";"0.8439873327649"
"2022-07-02";"0.7276606329409988"
"2022-07-01";"1.1013910940773621"
"2022-06-30";"0.9231884900918115"
"2022-06-29";"0.9182384177588795"
"2022-06-28";"1.3563198192233583"
"2022-06-27";"1.3736450723886202"
"2022-06-26";"0.6558845841134854"
"2022-06-25";"0.14602713382149296"
"2022-06-24";"0.8464623689313661"
"2022-06-23";"0.7969616456020463"
"2022-06-22";"0.8811128752618897"
"2022-06-21";"1.0197149005839847"
"2022-06-20";"1.428095868050872"
"2022-06-19";"0.5395578842895842"
"2022-06-18";"0.41828111213275104"
"2022-06-17";"0.9009131645936176"
"2022-06-16";"0.23512843581426832"
"2022-06-15";"0.8167619349337742"
"2022-06-14";"0.6212340777829616"
"2022-06-13";"1.0518903707480425"
"2022-06-12";"0.3687803888034314"
"2022-06-11";"0.20542800181667653"
"2022-06-10";"0.5098574502919924"
"2022-06-09";"0.569258318287176"
"2022-06-08";"0.34898009947170355"
"2022-06-07";"0.9454638155900053"
"2022-06-06";"0.16335238698675483"
"2022-06-05";"0.32175470164057773"
"2022-06-04";"0.10147648282510528"
"2022-06-03";"0.2994793761423839"
"2022-06-02";"0.17077749548615279"
"2022-06-01";"0.3514551356381695"
"2022-05-31";"0.282154122977122"
"2022-05-30";"0.30442944847531583"
"2022-05-29";"0.14602713382149296"
"2022-05-28";"0.04702568716285367"
"2022-05-27";"0.31185455697471376"
"2022-05-26";"0.04702568716285367"
"2022-05-25";"0.2524536889795302"
"2022-05-24";"0.23017836348133638"
"2022-05-23";"0.24750361664659826"
"2022-05-22";"0.1262268444897651"
"2022-05-21";"0.0569258318287176"
"2022-05-20";"0.2574037613124622"
"2022-05-19";"0.07425108499397946"
"2022-05-18";"0.3564052079711015"
"2022-05-17";"0.21285311031607448"
"2022-05-16";"0.42818125679861496"
"2022-05-15";"0.18562771248494866"
"2022-05-14";"0.31927966547411174"
"2022-05-13";"0.33660491863937364"
"2022-05-12";"0.3910557143016252"
"2022-05-11";"0.5049073779590604"
"2022-05-10";"0.42075614829921704"
"2022-05-09";"0.5519330651219141"
"2022-05-08";"0.2945293038094519"
"2022-05-07";"0.279679086810656"
"2022-05-06";"0.25987879747892817"
"2022-05-05";"0.44550650996387686"
"2022-05-04";"0.4727319077950026"
"2022-05-03";"0.6410343671146894"
"2022-05-02";"0.5568831374548461"
"2022-05-01";"0.4504565822968088"
"2022-04-30";"0.2673039059783261"
"2022-04-29";"0.40343089513395514"
"2022-04-28";"0.5247076672907883"
"2022-04-27";"0.5024323417925944"
"2022-04-26";"0.574208390620108"
"2022-04-25";"0.8613125859301619"
"2022-04-24";"0.3935307504680912"
"2022-04-23";"0.30442944847531583"
"2022-04-22";"0.6385593309482235"
"2022-04-21";"0.574208390620108"
"2022-04-20";"1.3414696022245625"
"2022-04-19";"0.6880600542775431"
