"Datum";"Steiermark"
"2022-04-23";"0.50513875430877"
"2022-04-22";"0.5686782202595587"
"2022-04-21";"0.651279525995584"
"2022-04-20";"0.9300589328546693"
"2022-04-19";"0.7005226121074453"
"2022-04-18";"0.3002239766174765"
"2022-04-17";"0.331199466268486"
"2022-04-16";"0.6425428494273506"
"2022-04-15";"0.7823296745190856"
"2022-04-14";"0.9181452829888965"
"2022-04-13";"0.8005972709799374"
"2022-04-12";"1.0404587549441646"
"2022-04-11";"0.9181452829888965"
"2022-04-10";"0.2954585166711674"
"2022-04-09";"0.9348243928009785"
"2022-04-08";"1.0650802980000953"
"2022-04-07";"1.2096325830381396"
"2022-04-06";"1.5360665893603165"
"2022-04-05";"2.150810922434197"
"2022-04-04";"1.1214715740314203"
"2022-04-03";"0.5813861134497165"
"2022-04-02";"1.167537686845742"
"2022-04-01";"1.9411306847965943"
"2022-03-31";"1.6417009515035026"
"2022-03-30";"3.0197131193112323"
"2022-03-29";"3.6694041586580464"
"2022-03-28";"2.466919765539371"
"2022-03-27";"1.8942703286578875"
"2022-03-26";"2.5320477181389287"
"2022-03-25";"4.229345702349372"
"2022-03-24";"3.8473146633202546"
"2022-03-23";"5.662160659539657"
"2022-03-22";"6.186361253633663"
"2022-03-21";"4.000603624926533"
"2022-03-20";"3.133289914698267"
"2022-03-19";"4.821056979016091"
"2022-03-18";"5.759852588438994"
"2022-03-17";"5.886137277016187"
"2022-03-16";"7.4150556764570394"
"2022-03-15";"7.554048258224389"
"2022-03-14";"4.237288135593221"
"2022-03-13";"4.142773179991423"
"2022-03-12";"4.879830985020571"
"2022-03-11";"5.925055199911045"
"2022-03-10";"6.137118167521802"
"2022-03-09";"7.514336092005147"
"2022-03-08";"6.275316505964767"
"2022-03-07";"3.268311279843693"
"2022-03-06";"2.908519053897352"
"2022-03-05";"3.3548838022016425"
"2022-03-04";"4.277000301812463"
"2022-03-03";"3.342175909011485"
"2022-03-02";"4.319095198004861"
"2022-03-01";"4.562133655266628"
"2022-02-28";"2.954585166711674"
"2022-02-27";"2.0547074801836294"
"2022-02-26";"2.5479325846266265"
"2022-02-25";"2.7854113386176986"
"2022-02-24";"3.19762362397344"
"2022-02-23";"2.9879433863358376"
"2022-02-22";"3.53914825345893"
"2022-02-21";"2.2818610709576985"
"2022-02-20";"1.9570155512842915"
"2022-02-19";"2.4176766794275095"
"2022-02-18";"3.5669467698123998"
"2022-02-17";"3.189681190729592"
"2022-02-16";"3.862405286483567"
"2022-02-15";"4.056994900957857"
"2022-02-14";"2.44388670913221"
"2022-02-13";"2.340635076962178"
"2022-02-12";"2.987149143011453"
"2022-02-11";"4.334980064492558"
"2022-02-10";"3.420011754801201"
"2022-02-09";"4.271440598541769"
"2022-02-08";"4.5462487887789305"
"2022-02-07";"2.5932044541165635"
"2022-02-06";"3.026861309230696"
"2022-02-05";"3.28578463298016"
"2022-02-04";"4.040315791145776"
"2022-02-03";"4.369926770765492"
"2022-02-02";"4.7328959700093725"
"2022-02-01";"5.21976712785729"
"2022-01-31";"2.391466649722809"
"2022-01-30";"2.485981605324607"
"2022-01-29";"3.144409321239655"
"2022-01-28";"3.469254840913062"
"2022-01-27";"4.663002557463504"
"2022-01-26";"3.4223944847743555"
"2022-01-25";"3.451781487776595"
"2022-01-24";"1.8029323463536289"
"2022-01-23";"2.408940002859276"
"2022-01-22";"1.93715946817467"
"2022-01-21";"2.4335615459152065"
"2022-01-20";"2.399409082966658"
"2022-01-19";"1.9045954918748909"
"2022-01-18";"1.9443076580941339"
"2022-01-17";"1.037281781646625"
"2022-01-16";"0.9372071227741331"
"2022-01-15";"0.9062316331231236"
"2022-01-14";"1.1373564405191174"
"2022-01-13";"1.0817594078121773"
"2022-01-12";"1.3065302686130922"
"2022-01-11";"1.1778628500627453"
"2022-01-10";"0.7283211284609152"
"2022-01-09";"0.5329372706622401"
"2022-01-08";"0.7092592886756787"
"2022-01-07";"0.4368338284116722"
"2022-01-06";"0.488459644496688"
"2022-01-05";"0.5662954902864041"
"2022-01-04";"0.5932997633154893"
"2022-01-03";"0.30578367988817057"
"2022-01-02";"0.1842644512572872"
"2022-01-01";"0.15964290820135654"
"2021-12-31";"0.28320011328004535"
"2021-12-30";"0.22080008832003534"
"2021-12-29";"0.25120010048004016"
"2021-12-28";"0.27280010912004365"
"2021-12-27";"0.18080007232002893"
"2021-12-26";"0.15200006080002432"
"2021-12-25";"0.13920005568002228"
"2021-12-24";"0.2056000822400329"
"2021-12-23";"0.19200007680003073"
"2021-12-22";"0.23360009344003738"
"2021-12-21";"0.25040010016004005"
"2021-12-20";"0.18320007328002932"
"2021-12-19";"0.2120000848000339"
"2021-12-18";"0.1912000764800306"
"2021-12-17";"0.237600095040038"
"2021-12-16";"0.26080010432004175"
"2021-12-15";"0.23600009440003777"
"2021-12-14";"0.3640001456000582"
"2021-12-13";"0.42480016992006797"
"2021-12-12";"0.23600009440003777"
"2021-12-11";"0.3808001523200609"
"2021-12-10";"0.4904001961600785"
"2021-12-09";"0.38880015552006225"
