"Datum";"Oberösterreich"
"2022-06-21";"0.8428102702640222"
"2022-06-20";"0.4980242506105586"
"2022-06-19";"0.26288282724536116"
"2022-06-18";"0.6525835008000422"
"2022-06-17";"0.49868476022675295"
"2022-06-16";"0.3566751927449624"
"2022-06-15";"0.5924771257263541"
"2022-06-14";"0.5812484622510498"
"2022-06-13";"0.27939556765022056"
"2022-06-12";"0.14795415402753995"
"2022-06-11";"0.3573357023611568"
"2022-06-10";"0.4233866639805942"
"2022-06-09";"0.3282732792486042"
"2022-06-08";"0.3949847504842361"
"2022-06-07";"0.2589197695481949"
"2022-06-06";"0.1228547886121537"
"2022-06-05";"0.1882452406153968"
"2022-06-04";"0.16710893289717682"
"2022-06-03";"0.24769110607289052"
"2022-06-02";"0.3302548080971874"
"2022-06-01";"0.23514142336519742"
"2022-05-31";"0.30119238498463485"
"2022-05-30";"0.11889173091498745"
"2022-05-29";"0.11823122129879308"
"2022-05-28";"0.16116434635142746"
"2022-05-27";"0.11955224053118182"
"2022-05-26";"0.09841593281296185"
"2022-05-25";"0.26090129839677806"
"2022-05-24";"0.31374206769232804"
"2022-05-23";"0.13276243285506933"
"2022-05-22";"0.14134905786559618"
"2022-05-21";"0.1618248559676218"
"2022-05-20";"0.26288282724536116"
"2022-05-19";"0.3170446157732999"
"2022-05-18";"0.3289337888647986"
"2022-05-17";"0.36526181775548927"
"2022-05-16";"0.1836216733020362"
"2022-05-15";"0.2219312310413099"
"2022-05-14";"0.3170446157732999"
"2022-05-13";"0.4068739235757349"
"2022-05-12";"0.43659685630448175"
"2022-05-11";"0.45244908709314674"
"2022-05-10";"0.48679558713525417"
"2022-05-09";"0.3058159522979955"
"2022-05-08";"0.29921085613605175"
"2022-05-07";"0.38243506777654296"
"2022-05-06";"0.5145369910154179"
"2022-05-05";"0.5026478179239192"
"2022-05-04";"0.4768879428923386"
"2022-05-03";"0.7199554816518685"
"2022-05-02";"0.3897006735546811"
"2022-05-01";"0.3064764619141899"
"2022-04-30";"0.41942360628342795"
"2022-04-29";"0.5673777603109679"
"2022-04-28";"0.5819089718672441"
"2022-04-27";"0.6208790392227123"
"2022-04-26";"0.8282790587077459"
"2022-04-25";"0.5013267986915304"
"2022-04-24";"0.371866913917433"
"2022-04-23";"0.5660567410785792"
"2022-04-22";"0.6928745873878992"
"2022-04-21";"0.8388472125668559"
"2022-04-20";"1.1321134821571583"
"2022-04-19";"0.701461212398426"
"2022-04-18";"0.41942360628342795"
"2022-04-17";"0.6037057892016585"
"2022-04-16";"0.7688331932502522"
"2022-04-15";"0.9953879916049229"
"2022-04-14";"1.0046351262316442"
"2022-04-13";"1.0277529627984472"
"2022-04-12";"1.2945988477409744"
"2022-04-11";"1.0019930877668666"
"2022-04-10";"0.8117663183028866"
"2022-04-09";"1.0971064724988564"
"2022-04-08";"1.3844281555434095"
"2022-04-07";"1.6928861463061824"
"2022-04-06";"1.5990937808065813"
"2022-04-05";"2.4808741184260716"
"2022-04-04";"1.2311899245863145"
"2022-04-03";"1.3196982131563608"
"2022-04-02";"1.4940727518316756"
"2022-04-01";"2.2384670892827363"
"2022-03-31";"2.4769110607289053"
"2022-03-30";"2.9604040997831875"
"2022-03-29";"4.007311841451272"
"2022-03-28";"2.190910396916741"
"2022-03-27";"2.622883685907862"
"2022-03-26";"3.072030224920037"
"2022-03-25";"4.176402303197031"
"2022-03-24";"4.5145832266885515"
"2022-03-23";"4.535719534406772"
"2022-03-22";"7.008007027822317"
"2022-03-21";"3.502682494678769"
"2022-03-20";"3.9987252164407443"
"2022-03-19";"4.306522697587323"
"2022-03-18";"4.97033486186267"
"2022-03-17";"6.953184729678184"
"2022-03-16";"5.913542593788237"
"2022-03-15";"7.340903874384281"
"2022-03-14";"4.459100418928224"
"2022-03-13";"4.350116332256152"
"2022-03-12";"4.179704851278003"
"2022-03-11";"5.5482807760327475"
"2022-03-10";"5.7728540455388355"
"2022-03-09";"5.571398612599551"
"2022-03-08";"5.822392266753414"
"2022-03-07";"3.265559542464989"
"2022-03-06";"3.064764619141899"
"2022-03-05";"2.9987136575224613"
"2022-03-04";"3.332271013700621"
"2022-03-03";"3.759620735378381"
"2022-03-02";"3.234515590503853"
"2022-03-01";"5.1850004871258415"
"2022-02-28";"2.6334518397669724"
"2022-02-27";"2.5574932339046192"
"2022-02-26";"3.009942320997766"
"2022-02-25";"3.3051901194366513"
"2022-02-24";"3.3870933118447537"
"2022-02-23";"3.2265894751095208"
"2022-02-22";"3.686964677597"
"2022-02-21";"2.13939064685358"
"2022-02-20";"2.569382406996118"
"2022-02-19";"2.582592599320005"
"2022-02-18";"2.80518433997751"
"2022-02-17";"3.8976672451630052"
"2022-02-16";"3.776793985399435"
"2022-02-15";"4.74840363082136"
"2022-02-14";"2.6308098013021946"
"2022-02-13";"2.7219601283370185"
"2022-02-12";"3.4405945907564983"
"2022-02-11";"3.3870933118447537"
"2022-02-10";"4.237829697503108"
"2022-02-09";"4.735193438497473"
"2022-02-08";"5.857399276411716"
"2022-02-07";"3.3408576387111477"
"2022-02-06";"3.3771856676018386"
"2022-02-05";"3.6222347352099513"
"2022-02-04";"3.5033430042949636"
"2022-02-03";"4.457118890079641"
"2022-02-02";"4.099122678102289"
"2022-02-01";"4.840214467472379"
"2022-01-31";"2.687613628294911"
"2022-01-30";"3.304529609820457"
"2022-01-29";"3.035702196029346"
"2022-01-28";"3.8342583220083455"
"2022-01-27";"4.37257365920676"
"2022-01-26";"3.9716443221767754"
"2022-01-25";"3.404927071482002"
"2022-01-24";"2.5145601088519847"
"2022-01-23";"2.644019993626082"
"2022-01-22";"2.406236531796107"
"2022-01-21";"2.6836505705977447"
"2022-01-20";"3.234515590503853"
"2022-01-19";"2.881803455456057"
"2022-01-18";"2.3183887528422553"
"2022-01-17";"1.8183829733831138"
"2022-01-16";"1.5944702134932207"
"2022-01-15";"1.4584052325571795"
"2022-01-14";"1.859334569587165"
"2022-01-13";"1.3897122324729645"
"2022-01-12";"1.4333058671417933"
"2022-01-11";"1.385088665159604"
"2022-01-10";"0.999351049302089"
"2022-01-09";"0.949812828087511"
"2022-01-08";"0.8038402029085541"
"2022-01-07";"0.6122924142121855"
"2022-01-06";"0.8117663183028866"
"2022-01-05";"0.759586058623531"
"2022-01-04";"0.6776828662154285"
"2022-01-03";"0.4603752024874792"
"2022-01-02";"0.2093815483336168"
"2022-01-01";"0.2509936541538624"
"2021-12-31";"0.26090129839677806"
"2021-12-30";"0.32563124078382677"
"2021-12-29";"0.2589197695481949"
"2021-12-28";"0.26486435609394426"
"2021-12-27";"0.2225917406575043"
"2021-12-26";"0.12219427899595935"
"2021-12-25";"0.1466331347951512"
"2021-12-24";"0.1651274040485937"
"2021-12-23";"0.1882452406153968"
"2021-12-22";"0.19485033677734054"
"2021-12-21";"0.25561722146722304"
"2021-12-20";"0.12219427899595935"
"2021-12-19";"0.21664715411175492"
"2021-12-18";"0.20079492332308993"
"2021-12-17";"0.22655479835467054"
"2021-12-16";"0.3269522600162155"
"2021-12-15";"0.3375204138753255"
"2021-12-14";"0.5171790294801955"
"2021-12-13";"0.3223286927028549"
"2021-12-12";"0.49868476022675295"
"2021-12-11";"0.4623567313360623"
"2021-12-10";"0.6439968757895155"
"2021-12-09";"0.21664715411175492"
"2021-12-08";"0.5502045102899141"
"2021-12-07";"0.7331656739757559"
"2021-12-06";"0.38507710624132047"
"2021-12-05";"0.5396363564308042"
"2021-12-04";"0.653904520032431"
"2021-12-03";"0.7879879721198891"
"2021-12-02";"0.9735911742705083"
"2021-12-01";"1.0336975493441964"
"2021-11-30";"1.5092644730041465"
"2021-11-29";"1.1037115686608001"
"2021-11-28";"1.0720071070834702"
"2021-11-27";"1.3441370689555527"
"2021-11-26";"1.7378008002074"
"2021-11-25";"1.7734683194818963"
"2021-11-24";"1.9630345793296817"
"2021-11-23";"2.8580251092730595"
"2021-11-22";"1.4808625595077882"
"2021-11-21";"2.2199728200292936"
"2021-11-20";"2.190910396916741"
"2021-11-19";"2.2635664546981222"
"2021-11-18";"2.560795781985591"
"2021-11-17";"2.3817976759969155"
"2021-11-16";"3.205453167391301"
"2021-11-15";"1.6017358192713589"
"2021-11-14";"2.486818704971821"
"2021-11-13";"2.03370910826248"
"2021-11-12";"2.2602639066171504"
"2021-11-11";"1.7602581271580087"
"2021-11-10";"2.1202358679839426"
"2021-11-09";"2.2232753681102655"
"2021-11-08";"1.2186402418786215"
"2021-11-07";"1.3857491747757984"
"2021-11-06";"1.5436109730462537"
"2021-11-05";"1.7364797809750112"
"2021-11-04";"1.6453294539401875"
"2021-11-03";"1.4967147902964533"
"2021-11-02";"1.062759972456749"
"2021-11-01";"0.8269580394753573"
"2021-10-31";"0.8877249241652396"
"2021-10-30";"0.9636835300275928"
"2021-10-29";"0.9749121935028972"
"2021-10-28";"1.0759701647806366"
"2021-10-27";"0.7371287316729223"
"2021-10-26";"0.6955166258526766"
"2021-10-25";"0.4967032313781698"
"2021-10-24";"0.43197328899112114"
"2021-10-23";"0.5462414525927479"
"2021-10-22";"0.6043662988178529"
"2021-10-21";"0.5284076929554998"
"2021-10-20";"0.5270866737231111"
"2021-10-19";"0.7694937028664466"
"2021-10-18";"0.3791325196955711"
"2021-10-17";"0.28996372150933053"
"2021-10-16";"0.2708089426396937"
"2021-10-15";"0.4709433563465892"
"2021-10-14";"0.39168220240326423"
"2021-10-13";"0.3546936638963793"
"2021-10-12";"0.4841535486704767"
"2021-10-11";"0.25033314453766803"
"2021-10-10";"0.19815288485831242"
"2021-10-09";"0.2404255002947524"
"2021-10-08";"0.31176053884374494"
"2021-10-07";"0.27146945225588803"
"2021-10-06";"0.2701484330234993"
"2021-10-05";"0.43791787553687045"
"2021-10-04";"0.22721530797086492"
"2021-10-03";"0.22391275988989306"
"2021-10-02";"0.2595802791643893"
"2021-10-01";"0.30911850037896743"
"2021-09-30";"0.3038344234494124"
"2021-09-29";"0.29458728882269114"
"2021-09-28";"0.41017647165670673"
"2021-09-27";"0.19154778869636868"
"2021-09-26";"0.21136307718219993"
"2021-09-25";"0.2377834618299749"
"2021-09-24";"0.33685990425913115"
"2021-09-23";"0.26750639455872177"
"2021-09-22";"0.24240702914333553"
"2021-09-21";"0.3679038562202668"
"2021-09-20";"0.17437453867531494"
"2021-09-19";"0.15852230788664995"
"2021-09-18";"0.19220829831256306"
"2021-09-17";"0.3553541735125736"
"2021-09-16";"0.3513911158154074"
"2021-09-15";"0.28467964457977557"
"2021-09-14";"0.33884143310771425"
"2021-09-13";"0.23382040413280866"
"2021-09-12";"0.19815288485831242"
"2021-09-11";"0.2569382406996118"
"2021-09-10";"0.29987136575224616"
"2021-09-09";"0.30119238498463485"
"2021-09-08";"0.2754325099530543"
"2021-09-07";"0.3302548080971874"
"2021-09-06";"0.2358019329813918"
"2021-09-05";"0.2278758175870593"
"2021-09-04";"0.19947390409070118"
"2021-09-03";"0.3216681830866605"
"2021-09-02";"0.2542962022348343"
"2021-09-01";"0.15059619249231743"
"2021-08-31";"0.23646244259758617"
"2021-08-30";"0.18494269253442494"
"2021-08-29";"0.1651274040485937"
"2021-08-28";"0.1783375963724812"
"2021-08-27";"0.20872103871742242"
"2021-08-26";"0.23117836566803115"
"2021-08-25";"0.21928919257653243"
"2021-08-24";"0.2509936541538624"
"2021-08-23";"0.1360649809360412"
"2021-08-22";"0.1202127501473762"
"2021-08-21";"0.10568153859109997"
"2021-08-20";"0.2047579810202562"
"2021-08-19";"0.1941898271611462"
"2021-08-18";"0.19815288485831242"
"2021-08-17";"0.1697509713619543"
"2021-08-16";"0.0812426827919081"
"2021-08-15";"0.08256370202429685"
"2021-08-14";"0.09511338473198996"
"2021-08-13";"0.11162612513684933"
"2021-08-12";"0.12153376937976496"
"2021-08-11";"0.10568153859109997"
"2021-08-10";"0.12087325976357058"
"2021-08-09";"0.06671147123563184"
"2021-08-08";"0.04689618274980061"
"2021-08-07";"0.06076688468988248"
"2021-08-06";"0.06737198085182622"
"2021-08-05";"0.0601063750736881"
"2021-08-04";"0.052180259679355606"
"2021-08-03";"0.06935350970040935"
"2021-08-02";"0.04161210582024561"
"2021-08-01";"0.03236497119352436"
"2021-07-31";"0.03566751927449623"
"2021-07-30";"0.058785355841299354"
"2021-07-29";"0.04491465390121749"
"2021-07-28";"0.05812484622510498"
"2021-07-27";"0.07001401931660373"
"2021-07-26";"0.03764904812307936"
"2021-07-25";"0.02509936541538624"
"2021-07-24";"0.024438855799191868"
"2021-07-23";"0.040291086587856864"
"2021-07-22";"0.04821720198218936"
